sqft,bdrms,age,ocean_proximity,median_income,population,price
64,21,20,NEAR OCEAN,2.2375,59,450000
3507,669,33,NEAR OCEAN,4.0795,1697,270600
5889,959,29,NEAR OCEAN,5.3991,2784,273000
4648,806,34,NEAR OCEAN,4.5556,2282,249000
12902,2118,21,NEAR OCEAN,5.7653,6160,325800
6728,1382,22,NEAR OCEAN,5.0479,3783,280400
3507,512,26,NEAR OCEAN,6.7206,1712,344600
4946,848,28,NEAR OCEAN,5.748,2683,302100
5113,959,35,NEAR OCEAN,4.7625,3004,281300
4135,687,34,NEAR OCEAN,4.9732,2154,342300
10252,2595,21,NEAR OCEAN,4.1692,4790,344500
1464,302,49,NEAR OCEAN,4.25,636,284100
2975,643,46,NEAR OCEAN,3.8214,1479,273600
1866,300,37,NEAR OCEAN,4.7,822,341300
1355,214,39,NEAR OCEAN,6.3443,682,324700
1545,264,40,NEAR OCEAN,4.4643,756,308100
1040,432,17,NEAR OCEAN,4.1513,669,137500
1811,337,46,NEAR OCEAN,3.43,796,292900
2367,409,43,NEAR OCEAN,4.8295,1141,319000
1017,165,36,NEAR OCEAN,4.8,407,306800
1538,256,36,NEAR OCEAN,4.4091,671,317900
3119,758,39,NEAR OCEAN,3.2216,1807,242700
3586,921,32,NEAR OCEAN,3.1058,2249,253000
4220,1055,39,NEAR OCEAN,2.639,2720,242500
98,20,41,NEAR OCEAN,2.225,68,212500
2748,997,15,NEAR OCEAN,3.5214,1447,144200
66,11,46,NEAR OCEAN,2.375,30,275000
1252,275,37,NEAR OCEAN,4.2262,878,228500
865,226,35,NEAR OCEAN,3,602,229100
1619,362,44,NEAR OCEAN,4.0238,1064,224200
1204,268,38,NEAR OCEAN,4.4464,921,215400
2084,549,35,NEAR OCEAN,3.1628,1077,318400
2577,590,33,NEAR OCEAN,3.3632,1867,265100
1770,499,36,NEAR OCEAN,2.56,1225,273100
1602,262,42,NEAR OCEAN,5.7398,705,336400
1934,303,43,NEAR OCEAN,4.7381,847,347400
4424,834,31,NEAR OCEAN,4.1364,1915,412000
3562,565,34,NEAR OCEAN,5.8783,1542,405100
2754,402,26,NEAR OCEAN,6.3719,1128,466900
3931,622,34,NEAR OCEAN,6.2946,1717,450000
2401,383,40,NEAR OCEAN,5.6493,894,422400
5351,1134,30,NEAR OCEAN,3.5817,2558,369300
1380,203,52,NEAR OCEAN,6.221,530,420300
2304,384,44,NEAR OCEAN,4.652,986,387100
707,,34,NEAR OCEAN,4.375,381,340900
4497,,32,NEAR OCEAN,6.1323,1846,500001
2754,477,22,NEAR OCEAN,6.2306,1163,500001
3052,844,31,NEAR OCEAN,3.0744,1581,457700
2089,348,44,NEAR OCEAN,4.6628,837,459200
6026,852,36,NEAR OCEAN,7.8997,2314,500001
3281,,26,NEAR OCEAN,6.358,1145,500001
2064,299,33,NEAR OCEAN,6.0374,813,500001
520,83,35,NEAR OCEAN,6.4865,185,450000
15,3,26,NEAR OCEAN,5.048,11,350000
4645,1196,39,NEAR OCEAN,3.4412,2156,353800
1657,266,49,NEAR OCEAN,5.7837,613,378100
2272,403,52,NEAR OCEAN,5.7245,963,500000
2188,361,52,NEAR OCEAN,4.4,917,500000
1704,226,52,NEAR OCEAN,8.4704,671,500001
2039,299,52,NEAR OCEAN,6.471,772,500001
3084,595,52,NEAR OCEAN,5.0756,1324,374200
3325,734,37,NEAR OCEAN,4.0987,1468,434000
2506,432,43,NEAR OCEAN,4.7404,967,500001
1900,290,52,NEAR OCEAN,4.5486,665,500001
1395,269,44,NEAR OCEAN,5.6206,736,386400
2362,468,40,NEAR OCEAN,4.7917,992,359900
2784,743,50,NEAR OCEAN,3.8413,1622,372200
2495,458,52,NEAR OCEAN,4.0855,1081,410800
2638,854,20,NEAR OCEAN,3.5125,1352,350600
5039,1564,30,NEAR OCEAN,3.3469,2129,345000
854,246,26,NEAR OCEAN,2.8393,396,375000
2647,616,39,NEAR OCEAN,4.2407,1254,433800
2059,345,52,NEAR OCEAN,4.97,800,500001
2697,313,34,NEAR OCEAN,12.4291,810,500001
1774,205,35,NEAR OCEAN,10.7339,588,500001
4684,540,32,NEAR OCEAN,15.0001,1512,500001
7189,874,21,NEAR OCEAN,11.6833,2440,500001
3562,391,39,NEAR OCEAN,12.6417,1139,500001
4470,518,25,NEAR OCEAN,13.3913,1507,500001
6184,747,23,NEAR OCEAN,10.1675,2165,500001
1659,191,52,NEAR OCEAN,14.4219,519,500001
2635,408,52,NEAR OCEAN,7.0422,967,500001
2547,373,52,NEAR OCEAN,8.2598,876,500001
2170,269,52,NEAR OCEAN,10.4286,784,500001
3751,949,28,NEAR OCEAN,3.9728,1691,300000
2543,621,43,NEAR OCEAN,3.1111,1301,318400
3085,876,27,NEAR OCEAN,3.4333,1453,290000
5144,1481,27,NEAR OCEAN,3.4836,2518,287900
2784,736,28,NEAR OCEAN,3.38,1534,285400
3225,726,34,NEAR BAY,3.6811,1958,273000
1990,442,44,NEAR BAY,3.9696,1141,258300
1165,236,45,NEAR OCEAN,4.1875,845,267300
1772,422,43,NEAR OCEAN,2.7474,1573,233100
2574,614,42,NEAR OCEAN,3.2891,2377,237900
3384,819,33,NEAR OCEAN,3.2285,2626,234800
499,148,52,NEAR OCEAN,2.9934,318,256300
3157,676,42,NEAR OCEAN,3.7422,1603,292600
537,173,44,NEAR OCEAN,2.8571,355,250000
2126,643,20,NEAR OCEAN,3.625,1112,283300
1150,287,9,NEAR OCEAN,3.8317,377,237500
6394,1619,34,NEAR OCEAN,3.4902,2400,500001
2016,299,49,NEAR OCEAN,5.549,691,500001
2339,704,26,NEAR OCEAN,3.162,1283,415000
1975,245,50,NEAR OCEAN,10.0743,644,500001
2501,433,50,NEAR OCEAN,4.6406,1050,500001
2565,332,51,NEAR OCEAN,9.3694,870,500001
2465,328,44,NEAR OCEAN,6.9533,843,500001
2351,494,52,NEAR OCEAN,3.9688,1126,356900
900,183,52,NEAR OCEAN,3.25,371,296400
1437,266,46,NEAR OCEAN,4.8068,607,369700
2151,411,44,NEAR OCEAN,4.4583,849,397100
2199,312,33,NEAR OCEAN,6.1349,827,500001
3661,692,34,NEAR OCEAN,5.0774,1608,407200
3339,481,27,NEAR OCEAN,7.3081,1354,464600
4493,760,18,NEAR OCEAN,6.7042,1784,413000
2169,305,27,NEAR OCEAN,7.7743,905,453100
3559,560,34,NEAR OCEAN,6.6959,1747,411200
1729,383,25,NEAR OCEAN,4.0417,769,458500
6645,1034,17,NEAR OCEAN,6.3892,2557,480800
1338,215,37,NEAR OCEAN,5.4351,535,376600
1833,308,40,NEAR OCEAN,6,751,384200
984,171,38,NEAR OCEAN,5.3261,429,376800
1817,262,35,NEAR OCEAN,6.8336,659,457200
1160,191,39,NEAR OCEAN,5.9539,508,379100
4292,1097,39,NEAR OCEAN,2.9405,1758,340500
1748,366,43,NEAR OCEAN,4.5116,984,337800
839,190,41,NEAR OCEAN,5.012,419,368200
1222,220,45,NEAR OCEAN,5.539,492,396900
2444,397,46,NEAR OCEAN,4.75,952,388200
1608,269,41,NEAR OCEAN,4.6125,676,361700
2795,464,39,NEAR OCEAN,5.779,1183,387100
3931,933,27,NEAR OCEAN,3.9722,1877,354100
1340,281,49,NEAR OCEAN,4.163,660,393800
1946,407,38,NEAR OCEAN,4.0726,975,385400
1159,261,42,NEAR OCEAN,3.1842,465,352800
3675,735,35,NEAR OCEAN,3.9833,1930,342800
507,140,45,NEAR OCEAN,2.6159,305,272900
1685,321,45,NEAR OCEAN,4.2955,815,309700
1727,340,36,NEAR OCEAN,4.7917,952,316000
1792,301,45,NEAR OCEAN,4.9013,829,330100
1351,330,40,NEAR OCEAN,3.32,701,292900
1437,305,37,NEAR OCEAN,4,979,273700
2197,477,31,NEAR OCEAN,4.6371,1193,271100
1973,352,36,NEAR BAY,5.033,1169,270900
1962,367,37,NEAR OCEAN,4.7344,1267,271800
2406,436,36,NEAR BAY,4.7917,1189,276100
1693,281,34,NEAR BAY,5.3683,846,339400
1379,228,36,NEAR OCEAN,5.5381,750,282000
805,140,36,NEAR BAY,5.8221,445,289400
1873,351,35,NEAR OCEAN,5.5184,945,274800
6474,1467,12,NEAR BAY,5.0353,2516,305800
4576,814,17,NEAR BAY,5.9572,1941,443800
1321,425,17,NEAR BAY,4.7045,683,500001
4789,816,16,NEAR BAY,6.7474,1840,338200
2118,333,16,NEAR BAY,7.2477,770,376000
1958,282,15,NEAR BAY,8.1221,811,483300
4199,629,17,NEAR BAY,6.1228,2020,375700
3211,847,17,NEAR BAY,4.9434,1553,292100
4921,1179,5,NEAR BAY,5.6936,1810,322200
1422,295,13,NEAR BAY,5.3247,395,327800
3264,442,5,NEAR BAY,9.1415,1607,500001
1649,388,5,NEAR BAY,6.9635,779,417300
2140,420,5,NEAR BAY,6.035,990,438800
3913,565,16,NEAR BAY,7.3644,1752,419700
2126,310,15,NEAR BAY,8.9083,905,500001
7283,1342,23,NEAR BAY,5.6683,3399,391000
7995,1254,23,NEAR BAY,6.5948,3484,404000
7976,1406,19,NEAR BAY,5.6396,3437,430300
3789,874,27,NEAR OCEAN,4.39,2243,270100
5114,1357,24,NEAR OCEAN,3.9699,3169,293200
2268,438,43,NEAR OCEAN,4.9091,1151,293200
991,180,37,NEAR OCEAN,5.1701,463,294200
1459,285,39,NEAR OCEAN,5.0081,761,298100
1743,349,41,NEAR OCEAN,4.9464,811,282400
2043,511,35,NEAR OCEAN,3.0278,1089,310600
5417,1199,15,NEAR OCEAN,4.8047,2593,438000
1980,385,34,NEAR OCEAN,5.1207,970,310900
1145,230,43,NEAR OCEAN,3.5,586,267400
3710,1015,25,NEAR OCEAN,3.5445,2068,286700
4104,751,33,NEAR OCEAN,5.3506,1837,388100
2958,655,27,NEAR OCEAN,4.0801,1285,397800
1526,355,29,NEAR OCEAN,4.0313,724,435200
2197,357,38,NEAR OCEAN,5.4719,1228,397900
3767,603,38,NEAR OCEAN,6.8787,1455,386800
2769,387,38,NEAR OCEAN,5.5902,994,417000
2789,445,35,NEAR OCEAN,5.4322,1156,391000
2297,347,32,NEAR OCEAN,8.1039,871,382200
2328,335,24,NEAR OCEAN,7.7364,969,435800
4042,591,26,NEAR OCEAN,8.4693,1611,419200
14034,3020,22,NEAR OCEAN,4.3939,6266,491200
1051,259,35,NEAR OCEAN,3.7,517,339700
1406,224,36,NEAR OCEAN,5.8964,598,414800
3040,520,35,NEAR OCEAN,6.1004,1374,426400
483,131,34,NEAR OCEAN,3.0833,291,256300
672,149,46,NEAR OCEAN,5.3264,351,258100
989,174,45,NEAR OCEAN,4.8382,504,289400
348,79,44,NEAR OCEAN,4.7708,154,253800
3996,793,39,NEAR OCEAN,4.5075,1744,364900
3703,1075,29,NEAR OCEAN,2.7075,1611,323800
2307,510,24,NEAR OCEAN,3.6111,842,341500
878,186,52,NEAR OCEAN,3.7045,393,360500
1812,336,45,NEAR OCEAN,4.95,752,345000
2607,477,43,NEAR OCEAN,4.224,1225,349600
2709,521,40,NEAR OCEAN,4.6366,1156,395500
4420,743,44,NEAR OCEAN,6.142,1790,394700
6983,1131,44,NEAR OCEAN,5.6271,2818,374800
4719,,33,NEAR OCEAN,6.1064,1980,405000
6499,998,33,NEAR OCEAN,7.4787,2694,431300
7335,1157,25,NEAR OCEAN,6.5475,2626,500001
4148,635,29,NEAR OCEAN,6.912,1638,457200
3542,507,26,NEAR OCEAN,8.5184,1392,500001
4453,682,34,NEAR OCEAN,5.6038,1805,451300
5480,892,15,NEAR OCEAN,7.4678,2009,500001
3022,473,44,NEAR OCEAN,6.7058,1235,495900
5067,750,26,NEAR OCEAN,7.0001,1996,500001
863,114,44,NEAR OCEAN,6.8879,281,500001
1183,203,41,NEAR OCEAN,5.1071,455,314100
3507,569,37,NEAR OCEAN,5.0863,1663,440300
1504,270,40,NEAR OCEAN,6.1244,689,308800
645,124,38,NEAR OCEAN,5.4688,265,305000
3183,515,35,NEAR OCEAN,5.9062,1313,383200
2743,390,45,NEAR OCEAN,7.1621,974,500001
4126,696,45,NEAR OCEAN,4.8966,1722,362100
4459,1027,40,NEAR OCEAN,3.5322,2080,361900
2423,407,47,NEAR OCEAN,6.2154,1010,362700
2956,590,30,NEAR OCEAN,3.7463,1191,427600
4105,950,38,NEAR OCEAN,3.8684,2561,265600
1535,340,39,NEAR BAY,2.8482,1204,247200
840,329,11,NEAR OCEAN,2.3333,1338,241700
2528,947,24,NEAR BAY,2.2746,2437,225000
2570,783,47,NEAR OCEAN,2.8058,3107,229500
1541,584,34,NEAR OCEAN,2.56,1564,250000
322,112,19,NEAR OCEAN,2.5833,191,500001
6164,1175,3,NEAR BAY,6.7413,2198,435900
4428,664,16,NEAR BAY,7.6864,1677,422500
5233,1109,4,NEAR BAY,6.2007,1690,311800
1472,291,14,NEAR BAY,4.3594,876,366000
2962,945,18,NEAR BAY,2.7399,1639,87500
7067,1646,35,NEAR BAY,4.1776,5380,265300
505,216,20,NEAR BAY,2.9286,326,237500
1326,335,37,NEAR BAY,3.0147,1771,218100
640,166,32,NEAR BAY,1.9844,991,270000
733,155,41,NEAR BAY,5.1654,652,233600
1170,258,30,NEAR BAY,3.4427,610,263500
886,165,45,NEAR BAY,4.2708,492,267000
1300,269,38,NEAR BAY,4.5568,608,286900
1371,263,44,NEAR BAY,4.8068,589,312300
1927,332,44,NEAR BAY,4.2083,846,278200
1053,266,37,NEAR BAY,3.1989,939,320800
1403,369,37,NEAR BAY,2.8258,1587,232800
1266,415,33,NEAR OCEAN,2.92,1991,202800
1777,555,26,NEAR OCEAN,3.0472,1966,211000
733,162,43,NEAR OCEAN,3.2708,497,255300
7740,1943,23,NEAR OCEAN,3.3268,4124,322800
367,113,35,NEAR OCEAN,2.5,398,166700
5956,1612,28,NEAR OCEAN,3.1864,3571,272800
3108,805,33,NEAR OCEAN,3.3015,1895,267700
5264,1259,39,NEAR OCEAN,3.623,3057,276600
1578,399,38,NEAR OCEAN,2.7969,879,298400
2283,491,35,NEAR OCEAN,4.5556,1148,318600
2021,433,36,NEAR OCEAN,3.929,1117,303100
2643,464,33,NEAR OCEAN,4.2232,1015,363700
4670,1039,26,NEAR OCEAN,4.4167,2103,333800
6841,950,33,NEAR OCEAN,7.1088,2681,443300
4686,781,36,NEAR OCEAN,6.1043,2254,343500
2742,441,17,NEAR OCEAN,5.9285,986,496000
6090,1057,36,NEAR OCEAN,5.6629,3081,343600
2586,495,37,NEAR OCEAN,4.3214,1208,342700
4177,723,34,NEAR OCEAN,5.0457,1586,395100
1617,235,29,NEAR OCEAN,7.7932,758,469900
2888,546,13,NEAR OCEAN,6.0255,1182,409300
1723,208,40,NEAR OCEAN,9.8892,976,500001
2328,270,31,NEAR OCEAN,15.0001,722,500001
4281,501,32,NEAR OCEAN,15.0001,1318,500001
2560,322,48,NEAR OCEAN,10.8758,921,500001
1777,207,40,NEAR OCEAN,15.0001,577,500001
2529,293,40,NEAR BAY,15.0001,831,500001
2959,389,40,NEAR BAY,9.9025,985,500001
2848,328,37,NEAR BAY,13.367,852,500001
2581,437,44,NEAR BAY,5.397,1006,341700
2427,401,39,NEAR BAY,5.9629,1178,352700
3687,852,33,NEAR BAY,2.6506,3091,162600
2238,479,36,NEAR BAY,2.3769,1949,157300
30,4,46,NEAR BAY,15.0001,13,500001
1210,236,36,NEAR BAY,4.0039,981,148900
2081,412,36,NEAR BAY,3.7917,1931,160600
880,177,36,NEAR BAY,3.8194,795,159400
1630,353,25,NEAR BAY,5.0893,1546,173400
1576,334,37,NEAR BAY,2.5294,1385,159400
1321,300,35,NEAR BAY,3.7312,1133,159600
1276,314,38,NEAR BAY,2.0096,955,155700
2247,573,31,NEAR BAY,3.2642,1711,185600
1480,294,30,NEAR BAY,4.983,1126,166700
3373,815,37,NEAR BAY,2.8868,2909,156600
1844,382,37,NEAR BAY,2.7993,1634,145500
1560,301,38,NEAR BAY,3.0521,1331,151500
4198,1244,30,NEAR BAY,3.6712,2678,308600
5580,2009,27,NEAR BAY,2.4375,4165,189000
1295,239,39,NEAR BAY,5.6407,566,326400
1995,412,42,NEAR BAY,5.6234,794,379600
2068,348,45,NEAR BAY,6.227,844,417800
196,41,50,NEAR BAY,7.6129,76,412500
2663,661,32,NEAR BAY,4.2667,1403,410200
2312,332,47,NEAR BAY,9.459,1044,500001
5419,1183,34,NEAR BAY,4.1985,2002,500001
1828,396,33,NEAR BAY,4.4531,766,500001
1025,242,35,NEAR BAY,5.1995,388,500001
2061,437,43,NEAR BAY,4.4688,817,460200
5257,1360,37,NEAR BAY,4,2128,394300
1636,414,18,NEAR OCEAN,5.1032,853,464600
2237,347,44,NEAR OCEAN,8.2436,948,500001
3383,456,38,NEAR OCEAN,9.3198,1203,500001
4402,618,39,NEAR OCEAN,8.9955,1616,500001
3626,528,38,NEAR OCEAN,7.3681,1350,500001
1140,193,35,NEAR OCEAN,4.6908,486,500001
2223,412,40,NEAR OCEAN,5.2421,1050,444500
2392,420,39,NEAR OCEAN,6.6136,937,472800
3294,744,22,NEAR OCEAN,5.2391,1337,500001
1606,254,33,NEAR OCEAN,8.6963,727,500001
5741,1012,23,NEAR OCEAN,5.7211,1843,500001
1945,320,16,NEAR OCEAN,7.4542,512,500001
932,167,47,NEAR OCEAN,8.4375,295,500001
975,134,20,NEAR OCEAN,9.7796,324,500001
564,72,28,NEAR OCEAN,11.9666,191,500001
1296,194,37,NEAR OCEAN,8.2782,540,500001
2612,338,30,NEAR OCEAN,10.0481,980,500001
4518,578,28,NEAR OCEAN,11.3176,1489,500001
3095,442,17,NEAR BAY,13.2986,1173,500001
1476,217,34,NEAR OCEAN,8.2883,613,500001
440,202,26,NEAR OCEAN,5.1831,322,350000
1559,243,34,NEAR OCEAN,8.7382,600,500001
2297,287,32,NEAR OCEAN,15.0001,814,500001
2999,365,34,NEAR OCEAN,10.2811,927,500001
830,136,41,NEAR OCEAN,6.3824,353,500001
2410,361,36,NEAR OCEAN,7.652,934,500001
1601,223,33,NEAR OCEAN,15.0001,629,500001
370,42,33,NEAR OCEAN,10.6514,153,500001
1103,164,28,NEAR OCEAN,7.8633,415,500001
6373,854,30,NEAR OCEAN,10.6868,2149,500001
949,151,23,NEAR OCEAN,5.6286,399,411300
2297,416,18,NEAR OCEAN,4.875,1086,334600
950,259,25,NEAR OCEAN,3.1937,404,319200
1564,278,22,NEAR OCEAN,4.7578,761,318500
4974,764,15,NEAR OCEAN,6.7606,2222,364300
7077,1179,16,NEAR OCEAN,5.9919,3502,345100
4768,807,19,NEAR OCEAN,6.1896,2199,331100
3456,545,15,NEAR OCEAN,6.3256,1527,368000
1574,262,17,NEAR OCEAN,7.2929,672,355800
749,137,11,NEAR OCEAN,8.2364,355,371800
1209,309,21,NEAR OCEAN,4.5625,801,500000
11999,2249,17,NEAR OCEAN,4.8405,5467,354300
1799,293,21,NEAR OCEAN,7.439,576,500001
1054,209,33,NEAR OCEAN,7.7773,400,456300
573,102,52,NEAR OCEAN,6.2263,232,500001
2607,534,37,NEAR OCEAN,5.3951,1346,277700
2762,593,30,NEAR OCEAN,5.1002,1581,319400
1746,315,52,NEAR OCEAN,3.3047,941,286100
5652,1313,24,NEAR OCEAN,2.4717,2312,295300
1830,353,9,NEAR OCEAN,4.2109,1515,450000
2746,433,24,NEAR OCEAN,5.8635,1076,348700
3578,677,26,NEAR OCEAN,4.1375,1504,395000
1080,298,28,NEAR OCEAN,1.8432,524,327300
1985,582,28,NEAR OCEAN,2.4701,1092,290900
2864,,6,NEAR OCEAN,5.5073,1404,263800
2377,322,21,NEAR OCEAN,7.9248,1007,500001
3563,579,26,<1H OCEAN,5.9522,1479,438400
2077,306,23,NEAR OCEAN,6.4744,705,500001
1729,,38,NEAR OCEAN,3.1364,801,357500
2703,654,35,NEAR OCEAN,4.5278,1383,340400
4257,1031,26,NEAR OCEAN,3.4047,1861,294500
2491,656,30,<1H OCEAN,2.5139,1091,279500
984,299,27,<1H OCEAN,2.5694,777,275000
1332,329,46,<1H OCEAN,3.6719,746,357400
1156,309,36,<1H OCEAN,2.6014,521,320600
1028,377,33,<1H OCEAN,2.3454,753,243800
1170,372,18,<1H OCEAN,2.1974,681,255000
1643,499,31,<1H OCEAN,3.1563,1253,267000
1572,417,47,<1H OCEAN,2.6429,790,279200
3265,509,50,<1H OCEAN,6.3997,1256,500001
1837,343,52,<1H OCEAN,4.1316,711,443000
1462,306,37,<1H OCEAN,5.1545,678,418400
2408,536,48,<1H OCEAN,3.5213,1005,458600
1486,467,39,<1H OCEAN,2.6875,758,320600
977,289,52,<1H OCEAN,2.125,412,300000
3725,569,32,<1H OCEAN,7.7261,1304,500001
3262,533,34,<1H OCEAN,5.8411,1265,381800
2183,363,35,<1H OCEAN,5.5922,988,384400
2220,367,41,<1H OCEAN,5.3184,927,376000
1781,342,43,<1H OCEAN,4.7,663,293800
1489,304,39,<1H OCEAN,3.8819,700,289900
2114,390,48,NEAR OCEAN,4.8021,973,351100
2261,328,44,<1H OCEAN,6.7449,763,415600
1251,282,27,NEAR OCEAN,2.8,503,353000
2526,388,29,<1H OCEAN,6.0597,1092,383100
1989,271,41,<1H OCEAN,6.8406,666,500001
2440,485,44,<1H OCEAN,4.149,1011,443600
1402,369,35,<1H OCEAN,2.6205,654,318800
1257,311,43,<1H OCEAN,2.875,671,280600
2801,497,37,<1H OCEAN,5.8311,1150,387700
2600,398,23,<1H OCEAN,8.7394,917,500001
2700,422,35,<1H OCEAN,4.9757,1995,500001
2790,413,26,<1H OCEAN,6.5631,1014,500001
5509,1059,27,<1H OCEAN,3.8456,2591,500001
3202,537,32,<1H OCEAN,5.2888,1316,463800
1273,343,30,<1H OCEAN,2.5104,1082,228100
1961,462,33,<1H OCEAN,2.9896,1693,236000
1785,386,49,<1H OCEAN,3.5208,1267,251200
1814,526,28,<1H OCEAN,3.1625,849,364300
1452,354,38,<1H OCEAN,2.707,1139,236800
1467,381,39,<1H OCEAN,2.3681,1404,241400
1673,444,37,<1H OCEAN,2.0643,1477,246700
1333,393,23,<1H OCEAN,2.5947,1369,232600
1364,460,52,<1H OCEAN,2.375,804,293800
329,109,52,<1H OCEAN,1.4722,291,350000
725,239,41,<1H OCEAN,3.1667,582,362500
1826,544,17,<1H OCEAN,1.2762,1325,253600
302,112,52,<1H OCEAN,2.5978,392,258300
1838,692,52,<1H OCEAN,1.4851,851,237500
1560,436,49,<1H OCEAN,2.925,1041,246900
1172,322,39,<1H OCEAN,2.16,606,259100
840,279,50,<1H OCEAN,2.2097,488,258300
1802,557,43,<1H OCEAN,2.675,1490,247900
1526,458,52,NEAR OCEAN,2.2069,1633,226500
1635,427,37,NEAR OCEAN,3.5905,1027,264700
1524,383,31,NEAR OCEAN,2.6019,1257,250000
1610,370,49,NEAR OCEAN,2.6983,961,260100
1759,387,52,NEAR OCEAN,4.0125,980,261000
1411,324,52,<1H OCEAN,4.1062,1091,252900
2068,658,23,<1H OCEAN,2.5506,1898,230800
1034,319,31,NEAR OCEAN,2.6538,997,231800
1648,319,20,NEAR OCEAN,4.375,905,335200
1706,276,34,NEAR OCEAN,4.1842,628,364000
1604,334,35,NEAR OCEAN,4.7411,904,336400
1846,358,36,NEAR OCEAN,4.2283,748,326800
1858,493,25,NEAR OCEAN,3.0938,865,312500
871,145,35,NEAR OCEAN,4.3214,354,341800
3782,771,27,NEAR OCEAN,4.0451,1742,395100
1225,317,18,NEAR OCEAN,3.6823,694,255000
1215,360,19,NEAR OCEAN,2.6607,1349,226500
2086,575,19,NEAR OCEAN,2.8042,1701,236100
1383,459,39,NEAR OCEAN,2.25,677,281300
1208,357,44,<1H OCEAN,2.6103,603,500000
2982,837,23,NEAR OCEAN,3.3776,1317,283200
3119,562,26,NEAR OCEAN,5.0434,1459,340400
1997,299,31,NEAR OCEAN,6.8927,826,500001
1448,404,27,NEAR OCEAN,2.303,978,261000
1364,227,23,NEAR OCEAN,5.3279,638,413900
2024,312,25,NEAR OCEAN,5.4127,907,392800
1853,375,35,NEAR OCEAN,4.9044,878,335300
2365,417,30,NEAR OCEAN,5.5959,1053,346200
1769,297,29,NEAR OCEAN,4.4375,703,350000
1648,378,26,NEAR OCEAN,3.2895,954,335000
1664,292,34,NEAR OCEAN,5,705,329400
1479,287,32,NEAR OCEAN,5.345,830,322600
1765,263,42,<1H OCEAN,8.5608,753,500001
3045,570,34,<1H OCEAN,5.623,1002,500001
3865,814,29,<1H OCEAN,6.0069,1266,500001
1872,318,32,<1H OCEAN,4.625,749,500001
3597,519,33,<1H OCEAN,5.3963,1207,500001
3188,442,37,<1H OCEAN,9.4522,984,500001
2665,391,16,<1H OCEAN,9.0267,794,500001
1705,400,8,<1H OCEAN,3.9659,886,297400
4489,800,20,<1H OCEAN,4.806,2867,279700
3422,596,24,NEAR OCEAN,5.2039,1763,301300
1112,256,15,NEAR OCEAN,2.0625,411,314300
1414,365,23,NEAR OCEAN,2.6397,889,250000
1921,394,32,NEAR OCEAN,3.233,951,346000
1834,477,20,NEAR OCEAN,3.2125,1305,251000
2323,727,22,NEAR OCEAN,2.7864,1301,300000
1671,383,14,<1H OCEAN,3.1389,1079,248700
3506,563,28,<1H OCEAN,6.091,1362,500001
1951,368,17,<1H OCEAN,2.7275,681,500001
2512,426,22,<1H OCEAN,5.759,919,425000
2718,542,28,<1H OCEAN,4.2059,1066,500001
622,170,35,<1H OCEAN,3.6969,278,335000
308,38,39,NEAR OCEAN,11.7794,59,500001
4617,982,17,NEAR OCEAN,3.9224,2303,230600
2469,553,35,<1H OCEAN,2.4583,1168,62100
2074,382,17,<1H OCEAN,3.7958,1035,400000
1289,277,14,<1H OCEAN,3.2569,693,230800
1337,219,25,NEAR OCEAN,3.1912,671,226400
2647,515,14,NEAR OCEAN,4.4519,1487,227900
2958,690,15,NEAR OCEAN,3.8582,1348,215200
2137,339,11,NEAR OCEAN,5.5221,916,394900
2426,426,10,NEAR OCEAN,5.5106,966,290900
2136,465,22,NEAR OCEAN,2.9479,1143,243100
921,189,17,NEAR OCEAN,3.0185,434,500001
2536,499,9,NEAR OCEAN,2.5743,832,309800
1601,282,24,NEAR OCEAN,4.2026,731,259800
3942,585,13,NEAR OCEAN,6.6054,1542,500001
1348,238,18,NEAR OCEAN,5.3154,631,289400
2375,429,18,NEAR OCEAN,4.2222,1048,375000
3478,588,11,NEAR OCEAN,4.6554,1693,272300
2708,382,18,NEAR OCEAN,5.5194,988,367000
2943,394,16,NEAR OCEAN,6.2094,959,440000
586,125,11,NEAR OCEAN,2.8906,317,84400
1874,319,24,NEAR OCEAN,5.1909,820,390200
2992,609,30,NEAR OCEAN,3.9375,1288,292900
3189,463,12,<1H OCEAN,5.299,1200,226800
712,147,16,<1H OCEAN,2.56,355,150000
3842,630,20,<1H OCEAN,3.0559,2490,120100
2143,286,15,<1H OCEAN,5.7306,929,269700
3124,415,9,<1H OCEAN,6.7694,1169,275100
1533,221,4,<1H OCEAN,7.5696,545,328700
2312,352,13,<1H OCEAN,5.038,1084,194000
3415,778,23,NEAR OCEAN,2.2791,1492,114800
1633,348,11,<1H OCEAN,2.0508,504,275000
2384,385,26,<1H OCEAN,4.8185,1323,157900
978,187,15,<1H OCEAN,4.375,407,158000
3172,506,17,<1H OCEAN,4.3125,1538,168100
1932,347,17,<1H OCEAN,3.8203,874,141500
2649,386,17,<1H OCEAN,4.7813,1057,326800
2590,404,24,<1H OCEAN,3.9375,1093,341200
6986,1217,4,<1H OCEAN,3.2135,2801,212700
2019,354,27,<1H OCEAN,3.5391,1029,144700
2388,393,30,<1H OCEAN,4.1058,1117,164000
3119,620,8,<1H OCEAN,3.5288,1159,165500
2020,307,24,<1H OCEAN,5.0099,855,162500
1979,342,30,<1H OCEAN,5.0286,999,158000
2862,478,28,<1H OCEAN,4.6694,1384,158200
2580,381,22,<1H OCEAN,5.0113,1149,158600
